name,image,image_local,wiki,icon,icon_local,personality,species,birthday,catchphrase,gender,coffee,milk,milk_numeric,sugar,sugar_numeric,song,style,rank,tier,primary_col,secondary_col,tertiary_col,col_guess_20,col_guess_10
Jacques,https://vignette.wikia.nocookie.net/animalcrossing/images/b/bf/NH-Jacques_poster.png/revision/latest?cb=20200328210027,villager_models/Jacques.png,/wiki/Jacques,https://nookipedia.com/w/images/2/2d/Jacques_NH_Icon.png,villager_icons/Jacques.png,Smug,Bird,June 22nd,zut alors,Male,House Blend,Lots of milk,3,Three spoons,3,K.K. House,Flashy,151,5,#2b2473,#b2ea50,#efd03a,Blue,Dark Blues and Purples
Jambette,https://vignette.wikia.nocookie.net/animalcrossing/images/a/ab/NH-Jambette_poster.png/revision/latest?cb=20200328210041,villager_models/Jambette.png,/wiki/Jambette,https://nookipedia.com/w/images/d/d1/Jambette_NH_Icon.png,villager_icons/Jambette.png,Normal,Frog,October 27th,croak-kay,Female,Mocha,Little milk,1,One spoon,1,K.K. Country,Modern,247,5,#198f19,#0bd46b,#fe52b0,Spring Green,Greens
Jay,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e6/NH-Jay_poster.png/revision/latest?cb=20200328210056,villager_models/Jay.png,/wiki/Jay,https://nookipedia.com/w/images/0/05/Jay_NH_Icon.png,villager_icons/Jay.png,Jock,Bird,July 17th,heeeeeyy,Male,Killimanjaro,No milk,0,No sugar,0,K.K. Waltz,Sporty,288,6,#ef0c0c,#ffffff,#3836bd,Red,Reds
Jeremiah,https://vignette.wikia.nocookie.net/animalcrossing/images/c/cd/NH-Jeremiah_poster.png/revision/latest?cb=20200328210103,villager_models/Jeremiah.png,/wiki/Jeremiah,https://nookipedia.com/w/images/8/8a/Jeremiah_NH_Icon.png,villager_icons/Jeremiah.png,Lazy,Frog,July 8th,nee-deep,Male,Killimanjaro,No milk,0,No sugar,0,K.K. Mambo,Basic,124,4,#3db6ff,#3b3cff,#3cb6ff,Mid Blue,"Mid Blues, Cyans & Teals"
Jitters,https://vignette.wikia.nocookie.net/animalcrossing/images/d/de/NH-Jitters_poster.png/revision/latest?cb=20200328210109,villager_models/Jitters.png,/wiki/Jitters,https://nookipedia.com/w/images/1/10/Jitters_NH_Icon.png,villager_icons/Jitters.png,Jock,Bird,February 2nd,bzzert,Male,Killimanjaro,No milk,0,No sugar,0,K.K. Samba,Sporty,288,6,#4fea2f,#feef3c,#15aa8d,Spring Green,Greens
Joey,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e4/NH-Joey_poster.png/revision/latest?cb=20200328210116,villager_models/Joey.png,/wiki/Joey,https://nookipedia.com/w/images/b/ba/Joey_NH_Icon.png,villager_icons/Joey.png,Lazy,Duck,January 3rd,bleeeeeck,Male,House Blend,No milk,0,No sugar,0,K.K. Calypso,Basic,125,4,#f4cd0b,#f66901,#403c53,Yellow/Ochre,"Yellows, Oranges & Ochres"
Judy,https://vignette.wikia.nocookie.net/animalcrossing/images/5/50/NH-Judy_poster.png/revision/latest?cb=20200328210124,villager_models/Judy.png,/wiki/Judy,https://nookipedia.com/w/images/8/8b/Judy_NH_Icon.png,villager_icons/Judy.png,Snooty,Cub,March 10th,myohmy,Female,Unknown,Unknown,NA,Unknown,NA,K.K. Lullaby,Unknown,7,1,#fdfbfb,#fff6e7,#ffa5f5,White/Lightest Pastel,White/Light Pastels
Julia,https://vignette.wikia.nocookie.net/animalcrossing/images/f/fc/NH-Julia_poster.png/revision/latest?cb=20200410191747,villager_models/Julia.png,/wiki/Julia,https://nookipedia.com/w/images/b/ba/Julia_NH_Icon.png,villager_icons/Julia.png,Snooty,Ostrich,July 31st,dahling,Female,Blue Mountain,Lots of milk,3,Three spoons,3,K.K. Sonata,Unknown,152,5,#289038,#f8f8f8,#2048e8,Spring Green,Greens
Julian,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f4/NH-Julian_poster.png/revision/latest?cb=20200410192747,villager_models/Julian.png,/wiki/Julian,https://nookipedia.com/w/images/6/60/Julian_NH_Icon.png,villager_icons/Julian.png,Smug,Horse,March 15th,glitter,Male,Killimanjaro,No milk,0,No sugar,0,Stale Cupcakes,Ornate,10,1,#f2f3f4,#02b5f7,#6cfefe,White/Lightest Pastel,White/Light Pastels
June,https://vignette.wikia.nocookie.net/animalcrossing/images/9/90/NH-June_poster.png/revision/latest?cb=20200328210201,villager_models/June.png,/wiki/June_(villager),https://nookipedia.com/w/images/c/cf/June_NH_Icon.png,villager_icons/June.png,Normal,Cub,May 21st,rainbow,Female,Blue Mountain,No milk,0,No sugar,0,K.K. Aria,Unknown,94,4,#cbaf78,#302820,#f8f0e8,Pastel Brown/Green,Greens
Kabuki,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f1/NH-Kabuki_poster.png/revision/latest?cb=20200410182309,villager_models/Kabuki.png,/wiki/Kabuki,https://nookipedia.com/w/images/8/8e/Kabuki_NH_Icon.png,villager_icons/Kabuki.png,Cranky,Cat,November 29th,meooo-OH,Male,Blue Mountain,Regular milk,2,Two spoons,2,K.K. Folk,Historical,55,3,#fffefe,#ffffff,#fefefe,White/Lightest Pastel,White/Light Pastels
Katt,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ee/NH-Katt_poster.png/revision/latest?cb=20200410182946,villager_models/Katt.png,/wiki/Katt,https://nookipedia.com/w/images/a/ab/Katt_NH_Icon.png,villager_icons/Katt.png,Sisterly,Cat,April 27th,purrty,Female,Killimanjaro,No milk,0,No sugar,0,Surfin' K.K.,Rock n roll,103,4,#c57d3c,#ffc656,#c47c3b,Orange,"Yellows, Oranges & Ochres"
Keaton,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e5/NH-Keaton_poster.png/revision/latest?cb=20200410191006,villager_models/Keaton.png,/wiki/Keaton,https://nookipedia.com/w/images/6/64/Keaton_NH_Icon.png,villager_icons/Keaton.png,Smug,Eagle,June 1st,wingo,Male,House Blend,No milk,0,No sugar,0,K.K. Moody,Flashy,288,6,#ffe509,#9baec4,#96b7d9,Yellow/Ochre,"Yellows, Oranges & Ochres"
Ken,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2d/NH-Ken_poster.png/revision/latest?cb=20200328215929,villager_models/Ken.png,/wiki/Ken,https://nookipedia.com/w/images/8/8c/Ken_NH_Icon.png,villager_icons/Ken.png,Smug,Chicken,December 23rd,no doubt,Male,Blue Mountain,Regular milk,2,Two spoons,2,Comrade K.K.,Iconic,153,5,#364248,#758dcb,#3a474d,Mid Grey,Greys
Ketchup,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e1/NH-Ketchup_poster.png/revision/latest?cb=20200328215936,villager_models/Ketchup.png,/wiki/Ketchup,https://nookipedia.com/w/images/8/85/Ketchup_NH_Icon.png,villager_icons/Ketchup.png,Peppy,Duck,July 27th,bitty,Female,Killimanjaro,Little milk,1,One spoon,1,Neapolitan,Unknown,62,3,#e82800,#f89000,#280800,Red,Reds
Kevin,https://vignette.wikia.nocookie.net/animalcrossing/images/2/20/NH-Kevin_poster.png/revision/latest?cb=20200410185817,villager_models/Kevin.png,/wiki/Kevin,https://nookipedia.com/w/images/3/3b/Kevin_NH_Icon.png,villager_icons/Kevin.png,Jock,Pig,April 26th,weeweewee,Male,Mocha,No milk,0,No sugar,0,K.K. Island,Sporty,288,6,#ffb323,#fe8767,#ffb624,Yellow/Ochre,"Yellows, Oranges & Ochres"
Kid Cat,https://vignette.wikia.nocookie.net/animalcrossing/images/3/30/NH-Kid_Cat_poster.png/revision/latest?cb=20200410182348,villager_models/Kid Cat.png,/wiki/Kid_Cat,https://nookipedia.com/w/images/d/d6/Kid_Cat_NH_Icon.png,villager_icons/Kid Cat.png,Jock,Cat,August 1st,psst,Male,Blue Mountain,Regular milk,2,Two spoons,2,Go K.K. Rider!,Sporty,44,3,#fe0531,#ffffff,#fefffe,Red,Reds
Kidd,https://vignette.wikia.nocookie.net/animalcrossing/images/4/46/NH-Kidd_poster.png/revision/latest?cb=20200328215958,villager_models/Kidd.png,/wiki/Kidd,https://nookipedia.com/w/images/c/c1/Kidd_NH_Icon.png,villager_icons/Kidd.png,Smug,Goat,June 28th,wut,Male,Killimanjaro,Regular milk,2,Two spoons,2,Comrade K.K.,Official,197,5,#c6c6f4,#9a4505,#c7c7f3,Pastel/Muted Blue,"Mid Blues, Cyans & Teals"
Kiki,https://vignette.wikia.nocookie.net/animalcrossing/images/3/34/NH-Kiki_poster.png/revision/latest?cb=20200410182200,villager_models/Kiki.png,/wiki/Kiki,https://nookipedia.com/w/images/8/82/Kiki_NH_Icon.png,villager_icons/Kiki.png,Normal,Cat,October 8th,kitty cat,Female,Mocha,Little milk,1,One spoon,1,K.K. Country,Basic,27,2,#343555,#2d2e4c,#343455,Mid Grey,Greys
Kitt,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ed/NH-Kitt_poster.png/revision/latest?cb=20200328220013,villager_models/Kitt.png,/wiki/Kitt,https://nookipedia.com/w/images/a/a6/Kitt_NH_Icon.png,villager_icons/Kitt.png,Normal,Kangaroo,October 11th,child,Female,House Blend,Regular milk,2,Two spoons,2,K.K. Chorale,Official,198,5,#f9ee8b,#948123,#0e0e0d,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Kitty,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7a/NH-Kitty_poster.png/revision/latest?cb=20200410182820,villager_models/Kitty.png,/wiki/Kitty,https://nookipedia.com/w/images/f/f9/Kitty_NH_Icon.png,villager_icons/Kitty.png,Snooty,Cat,February 15th,mrowrr,Female,Killimanjaro,No milk,0,No sugar,0,K.K. Étude,Official,154,5,#a08c4f,#fefffe,#ffffff,Grey Blue/Green,Greys
Klaus,https://vignette.wikia.nocookie.net/animalcrossing/images/5/56/NH-Klaus_poster.png/revision/latest?cb=20200328220034,villager_models/Klaus.png,/wiki/Klaus,https://nookipedia.com/w/images/4/4b/Klaus_NH_Icon.png,villager_icons/Klaus.png,Smug,Bear,March 31st,strudel,Male,Blue Mountain,Little milk,1,One spoon,1,K.K. Milonga,Historical,288,6,#c5eae9,#72938e,#78a098,White/Lightest Pastel,White/Light Pastels
Knox,https://vignette.wikia.nocookie.net/animalcrossing/images/4/45/NH-Knox_poster.png/revision/latest?cb=20200328220041,villager_models/Knox.png,/wiki/Knox,https://nookipedia.com/w/images/e/e5/Knox_NH_Icon.png,villager_icons/Knox.png,Cranky,Chicken,November 23rd,cluckling,Male,House Blend,Lots of milk,3,Three spoons,3,K.K. Aria,Iconic,248,5,#f0ec37,#fb5a5a,#efeb38,Yellow/Ochre,"Yellows, Oranges & Ochres"
Kody,https://vignette.wikia.nocookie.net/animalcrossing/images/3/30/NH-Kody_poster.png/revision/latest?cb=20200328220048,villager_models/Kody.png,/wiki/Kody,https://nookipedia.com/w/images/a/ac/Kody_NH_Icon.png,villager_icons/Kody.png,Jock,Cub,September 28th,grah-grah,Male,Mocha,Lots of milk,3,Three spoons,3,K.K. Country,Sporty,249,5,#3dc2f0,#3a83ce,#f9f8de,Mid Blue,"Mid Blues, Cyans & Teals"
Kyle,https://vignette.wikia.nocookie.net/animalcrossing/images/9/93/NH-Kyle_poster.png/revision/latest?cb=20200410183323,villager_models/Kyle.png,/wiki/Kyle,https://nookipedia.com/w/images/9/9d/Kyle_NH_Icon.png,villager_icons/Kyle.png,Smug,Wolf,December 6th,alpha,Male,Blue Mountain,Regular milk,2,Two spoons,2,K.K. Adventure,Rock n roll,45,3,#d6ad0c,#4c330e,#913a98,Yellow/Ochre,"Yellows, Oranges & Ochres"
Leonardo,https://vignette.wikia.nocookie.net/animalcrossing/images/1/1a/NH-Leonardo_poster.png/revision/latest?cb=20200410183650,villager_models/Leonardo.png,/wiki/Leonardo,https://nookipedia.com/w/images/e/e0/Leonardo_NH_Icon.png,villager_icons/Leonardo.png,Jock,Tiger,May 15th,flexin,Male,Mocha,Little milk,1,One spoon,1,K.K. Safari,Sporty,288,6,#fadb24,#ffe888,#ffffff,Yellow/Ochre,"Yellows, Oranges & Ochres"
Leopold,https://vignette.wikia.nocookie.net/animalcrossing/images/d/dc/NH-Leopold_poster.png/revision/latest?cb=20200410192806,villager_models/Leopold.png,/wiki/Leopold,https://nookipedia.com/w/images/6/61/Leopold_NH_Icon.png,villager_icons/Leopold.png,Smug,Lion,August 14th,lion cub,Male,Mocha,Lots of milk,3,Three spoons,3,Mr. K.K.,Unknown,199,5,#006030,#e0b387,#f7cf90,Spring Green,Greens
Lily,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f0/NH-Lily_poster.png/revision/latest?cb=20200328220118,villager_models/Lily.png,/wiki/Lily_(villager),https://nookipedia.com/w/images/8/8c/Lily_NH_Icon.png,villager_icons/Lily.png,Normal,Frog,February 4th,toady,Female,Mocha,Little milk,1,One spoon,1,K.K. Salsa,Cute,38,2,#37f8d1,#fefeec,#fea6a4,Neon Blue/Green,"Mid Blues, Cyans & Teals"
Limberg,https://vignette.wikia.nocookie.net/animalcrossing/images/1/12/NH-Limberg_poster.png/revision/latest?cb=20200410192555,villager_models/Limberg.png,/wiki/Limberg,https://nookipedia.com/w/images/6/62/Limberg_NH_Icon.png,villager_icons/Limberg.png,Cranky,Mouse,October 17th,squinky,Male,Mocha,No milk,0,No sugar,0,K.K. Folk,Historical,288,6,#ffcb39,#67edff,#ffcb38,Yellow/Ochre,"Yellows, Oranges & Ochres"
Lionel,https://vignette.wikia.nocookie.net/animalcrossing/images/b/b1/NH-Lionel_poster.png/revision/latest?cb=20200328220132,villager_models/Lionel.png,/wiki/Lionel,https://nookipedia.com/w/images/3/37/Lionel_NH_Icon.png,villager_icons/Lionel.png,Smug,Lion,July 29th,precisely,Male,Mocha,Lots of milk,3,Three spoons,3,K.K. Moody,Historical,200,5,#c78265,#f9efeb,#e49574,Orange,"Yellows, Oranges & Ochres"
Lobo,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f8/NH-Lobo_poster.png/revision/latest?cb=20200410183522,villager_models/Lobo.png,/wiki/Lobo,https://nookipedia.com/w/images/4/42/Lobo_NH_Icon.png,villager_icons/Lobo.png,Cranky,Wolf,November 5th,ah-rooooo,Male,House Blend,Lots of milk,3,Three spoons,3,K.K. Safari,Historical,81,4,#44437f,#f6f6dc,#565b8f,Mid Grey,Greys
Lolly,https://vignette.wikia.nocookie.net/animalcrossing/images/b/b0/NH-Lolly_poster.png/revision/latest?cb=20200410182533,villager_models/Lolly.png,/wiki/Lolly,https://nookipedia.com/w/images/6/60/Lolly_NH_Icon.png,villager_icons/Lolly.png,Normal,Cat,March 27th,bonbon,Female,Mocha,Little milk,1,One spoon,1,K.K. Stroll,Basic,11,1,#c1e0fd,#fffefe,#566261,Pastel/Muted Blue,"Mid Blues, Cyans & Teals"
Lopez,https://vignette.wikia.nocookie.net/animalcrossing/images/d/dc/NH-Lopez_poster.png/revision/latest?cb=20200328220213,villager_models/Lopez.png,/wiki/Lopez,https://nookipedia.com/w/images/7/7e/Lopez_NH_Icon.png,villager_icons/Lopez.png,Smug,Deer,August 20th,buckaroo,Male,House Blend,Little milk,1,One spoon,1,K.K. Milonga,Flashy,72,4,#ffb606,#bad3d3,#fbfdf2,Yellow/Ochre,"Yellows, Oranges & Ochres"
Louie,https://vignette.wikia.nocookie.net/animalcrossing/images/1/13/NH-Louie_poster.png/revision/latest?cb=20200328220220,villager_models/Louie.png,/wiki/Louie,https://nookipedia.com/w/images/8/8e/Louie_NH_Icon.png,villager_icons/Louie.png,Jock,Gorilla,March 26th,hoo hoo ha,Male,Blue Mountain,No milk,0,No sugar,0,Unknown,Sporty,NA,NA,#f8a860,#f8b870,#703000,Orange,"Yellows, Oranges & Ochres"
Lucha,https://vignette.wikia.nocookie.net/animalcrossing/images/d/dc/NH-Lucha_poster.png/revision/latest?cb=20200328220226,villager_models/Lucha.png,/wiki/Lucha,https://nookipedia.com/w/images/1/1b/Lucha_NH_Icon.png,villager_icons/Lucha.png,Smug,Bird,December 12th,cacaw,Male,House Blend,Lots of milk,3,Three spoons,3,K.K. Western,Sporty,288,6,#fe1615,#fefeff,#f39a00,Red,Reds
Lucky,https://vignette.wikia.nocookie.net/animalcrossing/images/4/4d/NH-Lucky_poster.png/revision/latest?cb=20200328220233,villager_models/Lucky.png,/wiki/Lucky,https://nookipedia.com/w/images/3/3d/Lucky_NH_Icon.png,villager_icons/Lucky.png,Lazy,Dog,November 4th,rrr-owch,Male,Mocha,Regular milk,2,Two spoons,2,K.K. Dirge,Flashy,24,2,#fefeff,#00070f,#ffffff,White/Lightest Pastel,White/Light Pastels
Lucy,https://vignette.wikia.nocookie.net/animalcrossing/images/1/14/NH-Lucy_poster.png/revision/latest?cb=20200410190214,villager_models/Lucy.png,/wiki/Lucy,https://nookipedia.com/w/images/f/ff/Lucy_NH_Icon.png,villager_icons/Lucy.png,Normal,Pig,June 2nd,snoooink,Female,Mocha,No milk,0,No sugar,0,Comrade K.K.,Cute,288,6,#fafbfb,#fbfbfb,#050605,White/Lightest Pastel,White/Light Pastels
Lyman,https://vignette.wikia.nocookie.net/animalcrossing/images/1/1a/NH-Lyman_poster.png/revision/latest?cb=20200328220247,villager_models/Lyman.png,/wiki/Lyman,https://nookipedia.com/w/images/5/55/Lyman_NH_Icon.png,villager_icons/Lyman.png,Jock,Koala,October 12th,chips,Male,Mocha,No milk,0,No sugar,0,K.K. Island,Official,250,5,#a8e989,#fffe8f,#fffeff,Pastel Brown/Green,Greens
Mac,https://vignette.wikia.nocookie.net/animalcrossing/images/4/4d/NH-Mac_poster.png/revision/latest?cb=20200328220254,villager_models/Mac.png,/wiki/Mac,https://nookipedia.com/w/images/2/20/Mac_NH_Icon.png,villager_icons/Mac.png,Jock,Dog,November 11th,woo woof,Male,House Blend,No milk,0,No sugar,0,My Place,Sporty,288,6,#feffeb,#cc9d36,#ffffeb,White/Lightest Pastel,White/Light Pastels
Maddie,https://vignette.wikia.nocookie.net/animalcrossing/images/0/07/NH-Maddie_poster.png/revision/latest?cb=20200328220300,villager_models/Maddie.png,/wiki/Maddie,https://nookipedia.com/w/images/9/9a/Maddie_NH_Icon.png,villager_icons/Maddie.png,Peppy,Dog,January 11th,yippee,Female,Blue Mountain,Lots of milk,3,Three spoons,3,Forest Life,Unknown,82,4,#f5bd52,#ffdbab,#3c2908,Orange,"Yellows, Oranges & Ochres"
Maelle,https://vignette.wikia.nocookie.net/animalcrossing/images/d/de/NH-Maelle_poster.png/revision/latest?cb=20200328220306,villager_models/Maelle.png,/wiki/Maelle,https://nookipedia.com/w/images/6/63/Maelle_NH_Icon.png,villager_icons/Maelle.png,Snooty,Duck,April 8th,duckling,Female,House Blend,No milk,0,No sugar,0,Cafe K.K.,Modern,288,6,#c82302,#fff10a,#fe3a19,Red,Reds
Maggie,https://vignette.wikia.nocookie.net/animalcrossing/images/4/4f/NH-Maggie_poster.png/revision/latest?cb=20200410185952,villager_models/Maggie.png,/wiki/Maggie,https://nookipedia.com/w/images/1/12/Maggie_NH_Icon.png,villager_icons/Maggie.png,Normal,Pig,September 3rd,schep,Female,House Blend,Regular milk,2,Two spoons,2,Forest Life,Unknown,251,5,#fdd459,#fe8417,#ff8d8d,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Mallary,https://vignette.wikia.nocookie.net/animalcrossing/images/3/35/NH-Mallary_poster.png/revision/latest?cb=20200328220321,villager_models/Mallary.png,/wiki/Mallary,https://nookipedia.com/w/images/6/6a/Mallary_NH_Icon.png,villager_icons/Mallary.png,Snooty,Duck,November 17th,quackpth,Female,House Blend,No milk,0,No sugar,0,K.K. Bossa,Modern,288,6,#ae8bc7,#69691c,#f66b1c,Pastel Pink,Pinks
Maple,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d1/NH-Maple_poster.png/revision/latest?cb=20200328220328,villager_models/Maple.png,/wiki/Maple,https://nookipedia.com/w/images/e/ed/Maple_NH_Icon.png,villager_icons/Maple.png,Normal,Cub,June 15th,honey,Female,Killimanjaro,Regular milk,2,Two spoons,2,I Love You,Basic,29,2,#c7935f,#fffecd,#e8a791,Orange,"Yellows, Oranges & Ochres"
Margie,https://vignette.wikia.nocookie.net/animalcrossing/images/f/ff/NH-Margie_poster.png/revision/latest?cb=20200328220349,villager_models/Margie.png,/wiki/Margie,https://nookipedia.com/w/images/6/6a/Margie_NH_Icon.png,villager_icons/Margie.png,Normal,Elephant,January 28th,tootie,Female,House Blend,No milk,0,No sugar,0,K.K. Bossa,Iconic,253,5,#ffffff,#fef505,#ff3130,White/Lightest Pastel,White/Light Pastels
Marcel,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e5/NH-Marcel_poster.png/revision/latest?cb=20200328220335,villager_models/Marcel.png,/wiki/Marcel,https://nookipedia.com/w/images/2/26/Marcel_NH_Icon.png,villager_icons/Marcel.png,Lazy,Dog,December 31st,non,Male,Mocha,Regular milk,2,Two spoons,2,Comrade K.K.,Iconic,155,5,#fefeff,#ffffff,#fefefe,White/Lightest Pastel,White/Light Pastels
Marcie,https://vignette.wikia.nocookie.net/animalcrossing/images/d/db/NH-Marcie_poster.png/revision/latest?cb=20200328220342,villager_models/Marcie.png,/wiki/Marcie,https://nookipedia.com/w/images/7/73/Marcie_NH_Icon.png,villager_icons/Marcie.png,Normal,Kangaroo,May 31st,pouches,Female,Mocha,No milk,0,No sugar,0,K.K. Aria,Cute,252,5,#ffcae6,#e24e90,#df7363,White/Lightest Pastel,White/Light Pastels
Marina,https://vignette.wikia.nocookie.net/animalcrossing/images/f/fd/NH-Marina_poster.png/revision/latest?cb=20200410192009,villager_models/Marina.png,/wiki/Marina,https://nookipedia.com/w/images/3/3b/Marina_NH_Icon.png,villager_icons/Marina.png,Normal,Octopus,June 26th,blurp,Female,Blue Mountain,Lots of milk,3,Three spoons,3,Soulful K.K.,Official,12,1,#ff7dbf,#fef179,#fffeff,Pastel Pink,Pinks
Marshal,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e6/NH-Marshal_poster.png/revision/latest?cb=20200328220403,villager_models/Marshal.png,/wiki/Marshal,https://nookipedia.com/w/images/2/2f/Marshal_NH_Icon.png,villager_icons/Marshal.png,Smug,Squirrel,September 29th,sulky,Male,Killimanjaro,Little milk,1,One spoon,1,Space K.K.,Ornate,1,1,#fffde3,#423831,#ffffe3,White/Lightest Pastel,White/Light Pastels
Mathilda,https://vignette.wikia.nocookie.net/animalcrossing/images/8/81/NH-Mathilda_poster.png/revision/latest?cb=20200328220410,villager_models/Mathilda.png,/wiki/Mathilda,https://nookipedia.com/w/images/5/5c/Mathilda_NH_Icon.png,villager_icons/Mathilda.png,Snooty,Kangaroo,November 12th,wee baby,Female,Blue Mountain,Little milk,1,One spoon,1,K.K. Ragtime,Rock n roll,288,6,#4c4c4d,#4c4c4c,#4f4e4e,Mid Grey,Greys
Megan,https://vignette.wikia.nocookie.net/animalcrossing/images/1/18/NH-Megan_poster.png/revision/latest?cb=20200328220444,villager_models/Megan.png,/wiki/Megan,https://nookipedia.com/w/images/8/89/Megan_NH_Icon.png,villager_icons/Megan.png,Normal,Bear,March 13th,sundae,Female,Unknown,Unknown,NA,Unknown,NA,Unknown,Unknown,156,5,#ee91fd,#ffedf9,#fffb57,Pastel Pink,Pinks
Melba,https://vignette.wikia.nocookie.net/animalcrossing/images/5/57/NH-Melba_poster.png/revision/latest?cb=20200328220450,villager_models/Melba.png,/wiki/Melba,https://nookipedia.com/w/images/8/81/Melba_NH_Icon.png,villager_icons/Melba.png,Normal,Koala,April 12th,toasty,Female,Mocha,No milk,0,No sugar,0,K.K. Ragtime,Basic,63,3,#e4b887,#fed3d6,#8b7863,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Merengue,https://vignette.wikia.nocookie.net/animalcrossing/images/9/9d/NH-Merengue_poster.png/revision/latest?cb=20200410184909,villager_models/Merengue.png,/wiki/Merengue,https://nookipedia.com/w/images/1/1e/Merengue_NH_Icon.png,villager_icons/Merengue.png,Normal,Rhino,March 19th,shortcake,Female,House Blend,Little milk,1,One spoon,1,K.K. Stroll,Official,5,1,#e8ada6,#f8f6f6,#d4452e,Pastel Pink,Pinks
Merry,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f0/NH-Merry_poster.png/revision/latest?cb=20200410182436,villager_models/Merry.png,/wiki/Merry,https://nookipedia.com/w/images/2/2f/Merry_NH_Icon.png,villager_icons/Merry.png,Peppy,Cat,June 29th,mweee,Female,Blue Mountain,Regular milk,2,Two spoons,2,Dj K.K.,Cute,64,3,#fff9c4,#944d0c,#fffac4,White/Lightest Pastel,White/Light Pastels
Midge,https://vignette.wikia.nocookie.net/animalcrossing/images/8/86/NH-Midge_poster.png/revision/latest?cb=20200328220512,villager_models/Midge.png,/wiki/Midge,https://nookipedia.com/w/images/7/75/Midge_NH_Icon.png,villager_icons/Midge.png,Normal,Bird,March 12th,tweedledee,Female,House Blend,Lots of milk,3,Three spoons,3,K.K. Lullaby,Iconic,157,5,#fffdfd,#d30077,#fee800,White/Lightest Pastel,White/Light Pastels
Mint,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2a/NH-Mint_poster.png/revision/latest?cb=20200410184044,villager_models/Mint.png,/wiki/Mint,https://nookipedia.com/w/images/2/2e/Mint_NH_Icon.png,villager_icons/Mint.png,Snooty,Squirrel,May 2nd,ahhhhhh,Female,House Blend,No milk,0,No sugar,0,K.K. Soul,Official,52,3,#b6ffd4,#ffa39c,#b6ffd3,Muted Light Pastel,Greys
Mira,https://vignette.wikia.nocookie.net/animalcrossing/images/7/79/NH-Mira_poster.png/revision/latest?cb=20200410185049,villager_models/Mira.png,/wiki/Mira,https://nookipedia.com/w/images/9/97/Mira_NH_Icon.png,villager_icons/Mira.png,Sisterly,Rabbit,July 6th,cottontail,Female,Killimanjaro,Little milk,1,One spoon,1,K.K. Tango,Rock n roll,126,4,#f2eb37,#8de7ff,#f94f46,Yellow/Ochre,"Yellows, Oranges & Ochres"
Miranda,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f4/NH-Miranda_poster.png/revision/latest?cb=20200328220535,villager_models/Miranda.png,/wiki/Miranda,https://nookipedia.com/w/images/5/5d/Miranda_NH_Icon.png,villager_icons/Miranda.png,Snooty,Duck,April 23rd,quackulous,Female,House Blend,No milk,0,No sugar,0,K.K. Sonata,Ornate,254,5,#febeff,#fe12f4,#fca90b,White/Lightest Pastel,White/Light Pastels
Mitzi,https://vignette.wikia.nocookie.net/animalcrossing/images/2/20/NH-Mitzi_poster.png/revision/latest?cb=20200410182006,villager_models/Mitzi.png,/wiki/Mitzi,https://nookipedia.com/w/images/b/bd/Mitzi_NH_Icon.png,villager_icons/Mitzi.png,Normal,Cat,September 25th,mew,Female,Mocha,Little milk,1,One spoon,1,K.K. Swing,Rustic,35,2,#60a1f5,#fcfacf,#ffffff,Mid Blue,"Mid Blues, Cyans & Teals"
Moe,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7e/NH-Moe_poster.png/revision/latest?cb=20200410182701,villager_models/Moe.png,/wiki/Moe,https://nookipedia.com/w/images/a/ac/Moe_NH_Icon.png,villager_icons/Moe.png,Lazy,Cat,January 12th,myawn,Male,Killimanjaro,No milk,0,No sugar,0,K.K. Ragtime,Sporty,104,4,#fefeff,#2256e8,#fefe2f,White/Lightest Pastel,White/Light Pastels
Molly,https://vignette.wikia.nocookie.net/animalcrossing/images/0/00/NH-Molly_poster.png/revision/latest?cb=20200328220554,villager_models/Molly.png,/wiki/Molly,https://nookipedia.com/w/images/3/3a/Molly_NH_Icon.png,villager_icons/Molly.png,Normal,Duck,March 7th,quackidee,Female,Blue Mountain,Lots of milk,3,Three spoons,3,K.K. Ballad,Official,15,1,#774c25,#efc85e,#a36835,Maroon,Browns and Maroons
